id,company,website,linkedin,twitter,funding,product_summary,overall_score,ai_native_score,interestingness_score,resume_fit_score,hiring_likelihood_score,learning_challenge_score,logistics_score,hiring_status,hiring_evidence,remote_india_fit,research_confidence,tags,evidence_urls,message_short,message_founder
759,Boundo,https://boundo.com,https://www.linkedin.com/company/openpod,,,"Boundo appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
804,Vapi,https://vapi.ai,https://www.linkedin.com/company/100651155,https://twitter.com/Vapi_AI,,"Vapi appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
812,Avocado,https://avocadopos.com,https://www.linkedin.com/company/avocadopos/,https://x.com/TheNickEvans,,"Avocado appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
816,Alinea,https://alinea-invest.com/,https://www.linkedin.com/company/alineainvest/,https://twitter.com/alineainvest_,,"Alinea appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
868,Subsets,https://www.subsets.com,https://linkedin.com/company/subsets,,,"Subsets appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
877,OpenPipe,https://openpipe.ai/,https://www.linkedin.com/in/kcorbitt,https://twitter.com/OpenPipeAI,,"OpenPipe appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
887,Respaid,https://www.respaid.com,https://linkedin.com/company/respaid,https://twitter.com/johnbanr,,"Respaid appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
895,truemetrics,https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,,,"truemetrics appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
899,Kino AI,https://kino.ai,https://www.linkedin.com/company/kino-ai/,https://twitter.com/trykino,,"Kino AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
904,Pincites,https://www.pincites.com/,https://www.linkedin.com/company/pincites,https://twitter.com/pincitesai,,"Pincites appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
907,Corgea,https://www.corgea.com/,https://www.linkedin.com/company/corgea/,https://twitter.com/CorgeaInc,,"Corgea appears to have AI-related signals, but needs website research for confirmation.",22.0,2,3,2,1,4,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
910,Glade,https://gladestudio.ai/,https://www.linkedin.com/company/gladegamestudio,https://x.com/GladeStudio,,"Glade appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
919,Mocha,https://getmocha.com,https://www.linkedin.com/company/96310770,https://twitter.com/buildwithmocha,,"Mocha appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
922,Accend,https://www.withaccend.com/,https://www.linkedin.com/company/withaccend,https://x.com/withaccend,,"Accend appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
924,Diligent,https://godiligent.ai,https://www.linkedin.com/company/godiligentai,https://twitter.com/edoardo_maschio,,"Diligent appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
929,Branch AI,https://www.branch-ai.com,https://linkedin.com/in/govindchandrasekhar,https://www.twitter.com/govind201,,"Branch AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
940,Nowadays,http://nowadays.ai/,https://www.linkedin.com/company/getnowadays/about/,,,"Nowadays appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
944,Rankai,https://rankai.ai/,https://www.linkedin.com/company/rankai,https://x.com/rankai_ai,,"Rankai appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
949,Simbie AI,http://www.simbie.ai,https://www.linkedin.com/company/simbieai,,,"Simbie AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
950,Remy,https://www.startremy.com/,https://linkedin.com/company/remysec,,,"Remy appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
952,VetRec,https://vetrec.io,https://www.linkedin.com/company/tryvetrec,https://twitter.com/ddematheu,,"VetRec appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1019,inFeedo AI,https://infeedo.ai,https://www.linkedin.com/company/infeedo,,,"inFeedo AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1042,Planbase,https://www.joinplanbase.com/,https://www.linkedin.com/company/joinplanbase/,,,"Planbase appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1043,BrowserOS,https://BrowserOS.com/,https://www.linkedin.com/company/felafax/,https://x.com/browserOS_ai,,"BrowserOS appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1060,"Sterling Labs, Inc",https://www.focusbuddy.ai/?ref=yc,https://www.linkedin.com/in/adnan-sherif-as/,,,"Sterling Labs, Inc appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1069,Ångström AI,https://www.angstrom-ai.com,https://www.linkedin.com/company/angstrom-ai/,https://x.com/Angstrom_ai,,"Ångström AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1070,Polymet,https://polymet.ai,https://www.linkedin.com/company/polymet-ai/,https://twitter.com/polymetai,,"Polymet appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1075,Drillbit,https://www.drillbit.com,https://www.linkedin.com/company/drillbit-ai,,,"Drillbit appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1085,Simple AI,https://www.usesimple.ai,https://www.linkedin.com/company/simple-ai-lab/,https://x.com/simpleailab,,"Simple AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1090,Henry,http://www.henry.ai,https://www.linkedin.com/company/henry-ai/?viewAsMember=true,,,"Henry appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1093,Evolvere BioSciences,https://www.evolverebiosciences.com/,https://linkedin.com/in/adam-winnifrith-b438ab182,,,"Evolvere BioSciences appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1103,Conductor Quantum,https://www.conductorquantum.com,https://www.linkedin.com/company/conductorquantum/,https://twitter.com/conductorquant,,"Conductor Quantum appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1110,Emergent,https://emergent.sh,https://www.linkedin.com/company/emergentlabs/,https://x.com/emergentlabs,,"Emergent appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1111,Ultra,https://ultra.tech,https://www.linkedin.com/company/ultraroboticsco,https://x.com/Ultraroboticsco,,"Ultra appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1115,Overlap,https://www.overlap.ai,https://www.linkedin.com/company/joinoverlap,https://x.com/JoinOverlap,,"Overlap appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1122,Baseline AI,https://www.baselinetrials.com/,https://www.linkedin.com/company/baseline-trials/,,,"Baseline AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1126,Saturn,https://www.SaturnOS.com,https://www.linkedin.com/company/saturntechnology/,https://twitter.com/theamaljolly,,"Saturn appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1132,The Forecasting Company,https://www.theforecastingcompany.com,https://www.linkedin.com/company/104348230/,https://x.com/forecastingco,,"The Forecasting Company appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1143,Affil.ai,https://affil.ai/,https://www.linkedin.com/company/affilai,,,"Affil.ai appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1153,Presti AI,https://www.presti.ai/,https://www.linkedin.com/company/presti-ai/,,,"Presti AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1162,Seals AI,https://www.hireseals.ai/,https://www.linkedin.com/in/luismariogarcia/,https://x.com/luismariogm,,"Seals AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1166,bluedoor,https://bluedoor.sh/,https://www.linkedin.com/company/bluedoor-ai,https://x.com/SamuelCrombie,,"bluedoor appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1182,Soff,https://soff.ai,https://www.linkedin.com/company/soff-ai,https://x.com/BernhardHausle1,,"Soff appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1187,Redouble AI,https://redouble.ai/,https://www.linkedin.com/company/redouble-ai,,,"Redouble AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1215,Shinkei Systems,http://www.shinkei.systems,https://www.linkedin.com/company/shinkeisystems,,,"Shinkei Systems appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1242,Impossible Metals,https://impossiblemetals.com,https://www.linkedin.com/company/74093268/admin/,https://twitter.com/ImpossMetals,,"Impossible Metals appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1268,Phiar,https://www.phiar.net,https://www.linkedin.com/company/phiar/,https://twitter.com/PhiarUp,,"Phiar appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1282,Quickchat AI,https://quickchat.ai/,https://www.linkedin.com/company/quickchatai,https://twitter.com/quickchatai,,"Quickchat AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1379,Human Archive,https://www.humanarchive.ai/,https://www.linkedin.com/company/human-archive/,https://x.com/babugi28,,"Human Archive appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1455,Handoff,https://www.handoff.ai/,https://www.linkedin.com/company/handoff-ai/,https://twitter.com/HandoffAI,,"Handoff appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1459,Recall.ai,https://www.recall.ai,https://www.linkedin.com/company/recall-ai/,https://twitter.com/recallai,,"Recall.ai appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1472,Trava,https://www.usetrava.com/,https://www.linkedin.com/company/trava-ai,https://x.com/LankaPushkar,,"Trava appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1480,Ergo,https://joinergo.com,https://www.linkedin.com/company/ergoai/,https://x.com/yashdulla,,"Ergo appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1484,Cardamon,https://cardamon.ai/,https://www.linkedin.com/company/cardamonai,,,"Cardamon appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1486,Pickle,https://www.pickle.com,https://www.linkedin.com/company/get-pickle-ai/,https://x.com/pickle,,"Pickle appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1494,Toothy AI,https://www.toothy.ai/,https://www.linkedin.com/company/toothy-ai/,,,"Toothy AI appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1496,Dollyglot,https://www.dollyglot.com/,https://www.linkedin.com/company/dollyglot/about/?viewAsMember=true,https://x.com/Dollyglotai,,"Dollyglot appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1499,Maive,https://maive.ai,https://www.linkedin.com/company/maive-ai/,https://x.com/maive_ai,,"Maive appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1510,Outlit,https://outlit.ai/,https://www.linkedin.com/company/outlitai/,https://x.com/outlit_ai,,"Outlit appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1523,Tweeks.io,https://tweeks.io,https://www.linkedin.com/company/nextbyte-ai/,,,"Tweeks.io appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1528,Tergle,https://tergle.com,https://www.linkedin.com/company/tergleai,https://x.com/TergleAI,,"Tergle appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1534,Swerve,https://www.getswerve.com/,https://www.linkedin.com/company/getswerve,https://twitter.com/S_Saryazdi,,"Swerve appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1541,Cedar,https://mail.cedarcopilot.com/,https://www.linkedin.com/company/cedarcopilot,https://x.com/fish_in_a_pool,,"Cedar appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1542,Stillwind,https://stillwind.ai,https://www.linkedin.com/company/augento/,,,"Stillwind appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1546,General Trajectory,https://www.generaltrajectory.com/,https://linkedin.com/company/generaltrajectory,https://twitter.com/gentrajectory,,"General Trajectory appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1561,Harbera,https://harbera.com/,https://www.linkedin.com/company/harbera,,,"Harbera appears to have AI-related signals, but needs website research for confirmation.",22.0,4,3,0,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
207,ProSights,https://prosights.co/,https://www.linkedin.com/company/prosightsdata/,https://twitter.com/jw00zy,,"ProSights appears to have AI-related signals, but needs website research for confirmation.",20.0,2,2,2,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
591,Human Behavior,https://www.humanbehavior.co/,https://www.linkedin.com/in/skyler-ji/,,,"Human Behavior appears to have AI-related signals, but needs website research for confirmation.",20.0,2,2,2,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
621,ContextFort,https://contextfort.ai/,https://www.linkedin.com/in/ashwinram2002/,https://x.com/ashwinram2002,,"ContextFort appears to have AI-related signals, but needs website research for confirmation.",20.0,2,2,2,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
763,Smartcuts,https://trysmartcuts.com/,https://www.linkedin.com/company/trysmartcuts,https://twitter.com/trysmartcuts,,"Smartcuts appears to have AI-related signals, but needs website research for confirmation.",20.0,2,1,2,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
805,LightTwist,https://lighttwist.com,https://www.linkedin.com/company/lighttwist,https://twitter.com/lighttwistapp,,"LightTwist appears to have AI-related signals, but needs website research for confirmation.",20.0,2,1,2,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
824,Playabl.ai,,"Artificial Intelligence, B2B, Gaming",,,"Playabl.ai appears to have AI-related signals, but needs website research for confirmation.",20.0,4,3,0,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
828,Inloop Robotics,,"Robotics, Hardware, AI, Energy",,,"Inloop Robotics appears to have AI-related signals, but needs website research for confirmation.",20.0,4,3,0,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
841,Asendia AI,,"Artificial Intelligence, Recruiting, HR Tech",,,"Asendia AI appears to have AI-related signals, but needs website research for confirmation.",20.0,4,3,0,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
843,Saudara AI,,"Artificial Intelligence, B2B, Supply Chain",,,"Saudara AI appears to have AI-related signals, but needs website research for confirmation.",20.0,4,3,0,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
849,Prototyping.io,,"Hardware, Manufacturing, AI",,,"Prototyping.io appears to have AI-related signals, but needs website research for confirmation.",20.0,4,3,0,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
869,Xeol,https://www.xeol.io/,https://www.linkedin.com/company/xeol,https://twitter.com/xeol_io,,"Xeol appears to have AI-related signals, but needs website research for confirmation.",20.0,2,2,2,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
956,Orbio Earth,https://www.orbio.earth/,https://www.linkedin.com/company/orbioearth/,,,"Orbio Earth appears to have AI-related signals, but needs website research for confirmation.",20.0,2,1,2,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
982,Supernova,https://supernova.io,https://www.linkedin.com/company/supernova-io,https://twitter.com/supernova_io,,"Supernova appears to have AI-related signals, but needs website research for confirmation.",20.0,2,2,2,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1203,Phoenix Hydrogen,https://phoenixhydrogen.com/,https://www.linkedin.com/company/72630957/,https://twitter.com/shawndrost,,"Phoenix Hydrogen appears to have AI-related signals, but needs website research for confirmation.",20.0,2,1,2,1,0,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
1290,Agentic Fabriq,https://www.agenticfabriq.com,https://www.linkedin.com/company/agentic-fabriq/,https://x.com/agenticfabriq,,"Agentic Fabriq appears to have AI-related signals, but needs website research for confirmation.",20.0,2,2,2,1,2,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
438,Freshpaint,https://freshpaint.io,https://www.linkedin.com/company/freshpaint-data,https://twitter.com/mmalisper,,"Freshpaint appears to have AI-related signals, but needs website research for confirmation.",19.0,2,3,0,1,4,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
533,ParaQuery,https://paraquery.com,https://www.linkedin.com/company/paraquery,http://twitter.com/paraquery_,,ParaQuery needs research to determine whether the core product is AI-native.,19.0,0,2,2,1,6,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
557,HelixDB,https://helix-db.com,https://www.linkedin.com/company/helixdb/,https://x.com/helixdb,,"HelixDB appears to have AI-related signals, but needs website research for confirmation.",19.0,2,3,0,1,6,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
589,Golf,https://golf.dev/,https://www.linkedin.com/company/106327716,,,"Golf appears to have AI-related signals, but needs website research for confirmation.",19.0,2,3,0,1,6,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
917,Epsilla,https://www.epsilla.com/,https://www.linkedin.com/company/epsilla/,https://twitter.com/epsilla_inc,,"Epsilla appears to have AI-related signals, but needs website research for confirmation.",19.0,2,3,0,1,4,6,No,No current relevant hiring evidence found in fetched text.,Remote/India-friendly signals found.,4,Remote/India signal,,,
133,Looooooops,https://lo8ps.com,https://linkedin.com/in/felipearp,https://twitter.com/fiber_dev,,"Looooooops appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
240,Delve,,,,,"Delve appears to have AI-related signals, but needs website research for confirmation.",18.0,2,2,2,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
248,Garage,https://www.shopgarage.com/,https://www.linkedin.com/company/withgarage/,https://twitter.com/withgarage,,"Garage appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
386,PlayVision,https://withplayvision.ai/,https://www.linkedin.com/company/playvisionai,https://x.com/marczog,,"PlayVision appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
590,BitBoard,https://bitboard.work/,https://www.linkedin.com/company/bitboardhq,https://x.com/bitboardhq,,"BitBoard appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
874,Fragment,https://checkfragment.com,https://www.linkedin.com/company/checkfragment,https://twitter.com/checkfragment,,"Fragment appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
905,Craftwork,https://craftwork.com/,https://www.linkedin.com/company/craftworkhome,https://www.twitter.com/timgriffin77,,"Craftwork appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
908,MICSI,https://www.micsi.co/,https://www.linkedin.com/company/microstructure-imaging-inc/,,,"MICSI appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
912,Catamaran,https://www.trycatamaran.com,https://www.linkedin.com/company/catamaranrisk/,,,"Catamaran appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
936,Chow Central Inc,https://chowcentral.com,https://www.linkedin.com/company/chowcentral,https://twitter.com/500chow,,"Chow Central Inc appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
997,Fuzzbuzz,,https://www.linkedin.com/company/fuzzbuzz,https://twitter.com/fuzzbuzz,,"Fuzzbuzz appears to have AI-related signals, but needs website research for confirmation.",18.0,2,2,2,1,2,2,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
1112,Gauge,https://withgauge.com,https://linkedin.com/company/gauge-sh,https://x.com/gauge_sh,,"Gauge appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1120,Cheers,https://www.cheers.tech,https://www.linkedin.com/company/cheers-software/,https://x.com/Cheers_Software,,"Cheers appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1266,The Buttermilk Company,http://www.thebuttermilkco.com,https://www.linkedin.com/in/mitra-raman/,https://x.com/ramannoodlez,,"The Buttermilk Company appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1280,Mylk Guys,http://www.mylkguys.com/,https://www.linkedin.com/in/gaurav-maken/,https://twitter.com/mylkguys,,"Mylk Guys appears to have AI-related signals, but needs website research for confirmation.",18.0,2,1,2,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
